Id,SquareFootage,TotalRooms,SalePrice
1152,4398,5,149900.0
1153,4695,3,230000.0
1154,2448,3,120500.0
1155,4504,7,201800.0
1156,4311,5,218000.0
1157,3749,5,179900.0
1158,3942,4,230000.0
1159,4740,5,235128.0
1160,4653,7,185000.0
1161,3767,6,146000.0
1162,4576,4,224000.0
1163,2682,4,129000.0
1164,3714,2,108959.0
1165,4224,4,194000.0
1166,4506,5,233170.0
1167,5082,5,245350.0
1168,4301,6,173000.0
1169,5343,6,235000.0
1170,9184,8,625000.0
1171,3332,4,171000.0
1172,3783,4,163000.0
1173,3125,5,171900.0
1174,7291,6,200500.0
1175,5642,7,239000.0
1176,7427,7,285000.0
1177,2722,4,119500.0
1178,3266,4,115000.0
1179,3417,5,154900.0
1180,2248,4,93000.0
1181,6244,7,250000.0
1182,4904,4,392500.0
1183,11348,8,745000.0
1184,3380,3,120000.0
1185,4716,5,186700.0
1186,3226,5,104900.0
1187,4376,5,95000.0
1188,4872,4,262000.0
1189,4151,6,195000.0
1190,4602,6,189000.0
1191,4493,4,168000.0
1192,3658,5,174000.0
1193,3646,4,125000.0
1194,3672,4,165000.0
1195,3367,6,158000.0
1196,3640,6,176000.0
1197,4605,7,219210.0
1198,4195,4,144000.0
1199,3636,5,178000.0
1200,3815,5,148000.0
1201,2592,4,116050.0
1202,4424,6,197900.0
1203,3580,4,117000.0
1204,4890,5,213000.0
1205,3204,5,153500.0
1206,6550,5,271900.0
1207,3168,3,107000.0
1208,5082,5,200000.0
1209,3497,4,140000.0
1210,4980,5,290000.0
1211,4745,6,189000.0
1212,4063,6,164000.0
1213,2016,3,113000.0
1214,2568,0,145000.0
1215,2923,4,134500.0
1216,2682,4,125000.0
1217,3804,6,112000.0
1218,3928,5,229456.0
1219,1824,3,80500.0
1220,3108,5,91500.0
1221,2736,3,115000.0
1222,3374,4,134000.0
1223,4732,5,143000.0
1224,6408,6,137900.0
1225,3768,6,184000.0
1226,2864,4,145000.0
1227,4760,7,214000.0
1228,2736,3,147000.0
1229,5106,3,367294.0
1230,4089,6,127000.0
1231,6601,8,190000.0
1232,3486,4,132500.0
1233,2448,4,101800.0
1234,3564,4,142000.0
1235,4868,6,130000.0
1236,4315,6,138887.0
1237,4016,5,175500.0
1238,4743,7,195000.0
1239,3423,5,142500.0
1240,4444,4,265900.0
1241,4420,6,224900.0
1242,5067,5,248328.0
1243,3399,5,170000.0
1244,6228,5,465000.0
1245,3826,4,230000.0
1246,4321,7,178000.0
1247,3862,6,186500.0
1248,3080,4,169900.0
1249,4851,5,129500.0
1250,2852,4,119000.0
1251,6330,6,244000.0
1252,4215,4,171750.0
1253,2612,4,130000.0
1254,5526,6,294000.0
1255,4058,6,165400.0
1256,3618,4,127500.0
1257,5960,4,301500.0
1258,2592,3,99900.0
1259,3188,4,190000.0
1260,3162,5,151000.0
1261,4191,6,181000.0
1262,3150,3,128900.0
1263,4680,6,161500.0
1264,4412,4,180500.0
1265,4079,4,181000.0
1266,3595,6,183900.0
1267,4703,6,122000.0
1268,6038,5,378500.0
1269,7622,8,381000.0
1270,3922,5,144000.0
1271,4380,1,260000.0
1272,4467,5,185750.0
1273,2805,4,137000.0
1274,3733,3,177000.0
1275,3161,5,139000.0
1276,4768,6,137000.0
1277,3513,5,162000.0
1278,5128,5,197900.0
1279,5190,6,237000.0
1280,2954,3,68400.0
1281,4719,5,227000.0
1282,3987,4,180000.0
1283,3120,5,150500.0
1284,4560,8,139000.0
1285,5698,6,169000.0
1286,3604,5,132500.0
1287,3984,5,143000.0
1288,4788,6,190000.0
1289,4819,4,278000.0
1290,5025,6,281000.0
1291,3456,4,180500.0
1292,3234,6,119500.0
1293,5738,6,107500.0
1294,4160,7,162900.0
1295,2592,3,115000.0
1296,3156,5,138500.0
1297,3376,5,155000.0
1298,2691,4,140000.0
1300,3738,5,154000.0
1301,4944,6,225000.0
1302,3759,4,177500.0
1303,6217,7,290000.0
1304,4848,5,232000.0
1305,4392,5,130000.0
1306,4956,4,325000.0
1307,4104,4,202500.0
1308,2970,4,138000.0
1309,3168,3,147000.0
1310,3866,5,179200.0
1311,5706,5,335000.0
1312,3822,5,203000.0
1313,7073,7,302000.0
1314,6591,7,333168.0
1315,2844,4,119000.0
1316,5176,7,206900.0
1317,4882,5,295493.0
1318,4056,4,208900.0
1319,5327,5,275000.0
1320,2760,4,111000.0
1321,4434,5,156500.0
1322,1440,3,72500.0
1323,4596,6,190000.0
1324,1836,3,82500.0
1325,5385,4,147000.0
1326,2388,3,55000.0
1327,2092,4,79000.0
1328,2448,4,130500.0
1329,7094,7,256000.0
1330,4199,6,176500.0
1331,4764,5,227000.0
1332,2819,4,132500.0
1333,2448,3,100000.0
1334,3523,4,125500.0
1335,3495,5,125000.0
1336,4018,4,167900.0
1337,4968,6,135000.0
1338,2079,3,52500.0
1339,4638,6,200000.0
1340,2592,4,128500.0
1341,2602,4,123000.0
1342,3342,4,155000.0
1343,5622,6,228500.0
1344,4722,5,177000.0
1345,3640,6,155835.0
1346,2880,3,108500.0
1347,5880,5,262500.0
1348,5284,5,283463.0
1349,4470,5,215000.0
1350,5195,6,122000.0
1351,6516,10,200000.0
1352,4290,6,171000.0
1353,3050,3,134900.0
1354,8509,7,410000.0
1355,4722,6,235000.0
1356,4410,7,170000.0
1357,2648,4,110000.0
1358,3234,5,149900.0
1359,3902,6,177500.0
1360,5940,5,315000.0
1361,5814,8,189000.0
1362,4590,5,260000.0
1363,4191,6,104900.0
1364,3440,6,156932.0
1365,2920,5,144152.0
1366,4162,6,216000.0
1367,4453,6,193000.0
1368,3707,6,127000.0
1369,2544,2,144000.0
1370,4993,5,232000.0
1371,3588,3,105000.0
1372,4314,4,165500.0
1373,5302,6,274300.0
1374,7899,5,466500.0
1375,4942,6,250000.0
1376,4713,5,239000.0
1377,2348,3,91000.0
1378,4192,5,117000.0
1379,2457,4,83000.0
1380,3172,6,167500.0
1381,2592,3,58500.0
1382,5439,7,237500.0
1383,4120,6,157000.0
1384,3648,5,112000.0
1385,3076,3,105000.0
1386,3104,4,125500.0
1387,6960,9,250000.0
1388,5766,7,136000.0
1389,5238,5,377500.0
1390,3171,4,131000.0
1391,4575,5,235000.0
1392,4752,6,124000.0
1393,2664,4,123000.0
1394,4306,5,163000.0
1395,4356,4,246578.0
1396,6058,7,281213.0
1397,4121,4,160000.0
1398,3965,6,137500.0
1399,5016,5,138000.0
1400,4192,6,137450.0
1401,3178,4,120000.0
1402,4025,6,193000.0
1403,3874,4,193879.0
1404,4413,5,282922.0
1405,3100,4,105000.0
1406,4886,4,275000.0
1407,2304,3,133000.0
1408,2499,4,112000.0
1409,3348,4,125500.0
1410,4977,6,215000.0
1411,4624,6,230000.0
1412,4192,5,140000.0
1413,2080,4,90000.0
1414,5532,4,257000.0
1415,4529,6,207000.0
1416,4524,3,175900.0
1417,5357,6,122500.0
1418,6184,6,340000.0
1419,3432,5,124000.0
1420,5532,5,223000.0
1421,3540,6,179900.0
1422,3207,4,127500.0
1423,2544,2,136500.0
1424,5099,6,274970.0
1425,3712,3,144000.0
1426,3756,4,142000.0
1427,5477,6,271000.0
1428,4029,5,140000.0
1429,2396,3,119000.0
1430,4320,5,182900.0
1431,4408,7,192140.0
1432,2874,4,143750.0
1433,2592,6,64500.0
1434,4520,6,186500.0
1435,3378,5,160000.0
1436,4393,5,174000.0
1437,2592,4,120500.0
1438,5796,4,394617.0
1439,3384,3,149700.0
1440,3989,6,197000.0
1441,5314,5,191000.0
1442,2544,2,149300.0
1443,5031,6,310000.0
1444,2856,3,121000.0
1445,4266,5,179600.0
1446,2640,4,129000.0
1447,3564,4,157900.0
1448,5400,6,240000.0
1449,3252,4,112000.0
1450,1890,2,92000.0
1451,4480,8,136000.0
1452,4729,5,287090.0
1453,2691,3,145000.0
1454,3420,4,84500.0
1455,3663,4,185000.0
1456,4247,6,175000.0
1457,5688,5,210000.0
1458,5832,6,266500.0
1459,3234,3,142125.0
1460,3768,5,147500.0
